timestamp,best_bid,best_ask,spread
2025-03-25 14:33:14,0.0421,0.0421,0.0
2025-03-25 14:33:18,0.0421,0.0421,0.0
2025-03-25 14:33:19,0.0421,0.0421,0.0
2025-03-25 14:33:20,0.0421,0.0421,0.0
2025-03-25 14:33:30,0.0421,0.0421,0.0
2025-03-25 14:33:31,0.0421,0.0421,0.0
2025-03-25 14:33:43,0.0421,0.0421,0.0
2025-03-25 14:33:44,0.0421,0.0421,0.0
2025-03-25 14:33:46,0.0421,0.0421,0.0
2025-03-25 14:33:47,0.0421,0.0421,0.0
2025-03-25 14:33:48,0.0421,0.0421,0.0
2025-03-25 14:33:49,0.0421,0.0421,0.0
2025-03-25 14:33:50,0.0421,0.0421,0.0
2025-03-25 14:33:51,0.0421,0.0421,0.0
2025-03-25 14:33:52,0.0421,0.0421,0.0
2025-03-25 14:33:53,0.0421,0.0421,0.0
2025-03-25 14:33:54,0.0421,0.0421,0.0
2025-03-25 14:33:55,0.0421,0.0421,0.0
2025-03-25 14:33:56,0.0421,0.0421,0.0
2025-03-25 14:33:59,0.0421,0.0421,0.0
2025-03-25 14:34:01,0.0421,0.0421,0.0
2025-03-25 14:34:02,0.0421,0.0421,0.0
2025-03-25 14:34:05,0.0421,0.0421,0.0
2025-03-25 14:34:06,0.0421,0.0421,0.0
2025-03-25 14:34:07,0.0421,0.0421,0.0
2025-03-25 14:34:09,0.0421,0.0421,0.0
2025-03-25 14:34:11,0.0421,0.0421,0.0
2025-03-25 14:34:12,0.0421,0.0421,0.0
2025-03-25 14:34:13,0.0421,0.0421,0.0
2025-03-25 14:34:14,0.0421,0.0421,0.0
2025-03-25 14:34:15,0.0421,0.0421,0.0
2025-03-25 14:34:34,0.0421,0.0421,0.0
2025-03-25 14:34:40,0.0421,0.0421,0.0
2025-03-25 14:34:47,0.0421,0.0421,0.0
2025-03-25 14:34:48,0.0421,0.0421,0.0
2025-03-25 14:34:49,0.0421,0.0421,0.0
2025-03-25 14:34:51,0.0421,0.0421,0.0
2025-03-25 14:34:52,0.0421,0.0421,0.0
2025-03-25 14:34:54,0.0421,0.0421,0.0
2025-03-25 14:35:01,0.0421,0.0421,0.0
2025-03-25 14:35:02,0.0421,0.0421,0.0
2025-03-25 14:35:03,0.0421,0.0421,0.0
2025-03-25 14:35:05,0.0421,0.0421,0.0
2025-03-25 14:35:06,0.0421,0.0421,0.0
2025-03-25 14:35:11,0.0421,0.0421,0.0
2025-03-25 14:35:12,0.0421,0.0421,0.0
2025-03-25 14:35:15,0.0421,0.0421,0.0
2025-03-25 14:35:16,0.0421,0.0421,0.0
2025-03-25 14:35:18,0.0421,0.0421,0.0
2025-03-25 14:35:19,0.0421,0.0421,0.0
2025-03-25 14:35:23,0.0421,0.0421,0.0
2025-03-25 14:35:25,0.0421,0.0421,0.0
2025-03-25 14:35:26,0.0421,0.0421,0.0
2025-03-25 14:35:27,0.0421,0.0421,0.0
2025-03-25 14:35:34,0.0421,0.0421,0.0
2025-03-25 14:35:38,0.0421,0.0421,0.0
2025-03-25 14:35:39,0.0421,0.0421,0.0
2025-03-25 14:35:43,0.0421,0.0421,0.0
2025-03-25 14:35:44,0.0421,0.0421,0.0
2025-03-25 14:35:49,0.0421,0.0421,0.0
2025-03-25 14:35:53,0.0421,0.0421,0.0
2025-03-25 14:36:00,0.0421,0.0421,0.0
2025-03-25 14:36:01,0.0421,0.0421,0.0
2025-03-25 14:36:02,0.0421,0.0421,0.0
2025-03-25 14:36:03,0.0421,0.0421,0.0
2025-03-25 14:36:05,0.0421,0.0421,0.0
2025-03-25 14:36:06,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:36:07,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:36:11,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:36:12,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:36:13,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:36:14,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:36:15,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:36:17,0.0421,0.0421,0.0
2025-03-25 14:36:24,0.0421,0.0421,0.0
2025-03-25 14:36:25,0.0421,0.0421,0.0
2025-03-25 14:36:34,0.0421,0.0421,0.0
2025-03-25 14:36:36,0.0421,0.0421,0.0
2025-03-25 14:36:38,0.0421,0.0421,0.0
2025-03-25 14:36:50,0.0421,0.0421,0.0
2025-03-25 14:36:53,0.0421,0.0421,0.0
2025-03-25 14:36:54,0.0421,0.0421,0.0
2025-03-25 14:36:55,0.0421,0.0421,0.0
2025-03-25 14:36:59,0.0421,0.0421,0.0
2025-03-25 14:37:01,0.0421,0.0421,0.0
2025-03-25 14:37:02,0.0421,0.0421,0.0
2025-03-25 14:37:03,0.0421,0.0421,0.0
2025-03-25 14:37:04,0.0421,0.0421,0.0
2025-03-25 14:37:05,0.0421,0.0421,0.0
2025-03-25 14:37:06,0.0421,0.0421,0.0
2025-03-25 14:37:08,0.0421,0.0421,0.0
2025-03-25 14:37:09,0.0421,0.0421,0.0
2025-03-25 14:37:10,0.0421,0.0421,0.0
2025-03-25 14:37:11,0.0421,0.0421,0.0
2025-03-25 14:37:12,0.0421,0.0421,0.0
2025-03-25 14:37:14,0.0421,0.0421,0.0
2025-03-25 14:37:15,0.0421,0.0421,0.0
2025-03-25 14:37:16,0.0421,0.0421,0.0
2025-03-25 14:37:17,0.0421,0.0421,0.0
2025-03-25 14:37:18,0.0421,0.0421,0.0
2025-03-25 14:37:19,0.0421,0.0421,0.0
2025-03-25 14:37:26,0.0421,0.0421,0.0
2025-03-25 14:37:30,0.0421,0.0421,0.0
2025-03-25 14:37:34,0.0421,0.0421,0.0
2025-03-25 14:37:35,0.0421,0.0421,0.0
2025-03-25 14:37:36,0.0421,0.0421,0.0
2025-03-25 14:37:37,0.0421,0.0421,0.0
2025-03-25 14:37:38,0.0421,0.0421,0.0
2025-03-25 14:37:39,0.0421,0.0421,0.0
2025-03-25 14:37:48,0.0421,0.0421,0.0
2025-03-25 14:37:51,0.0421,0.0421,0.0
2025-03-25 14:37:52,0.0421,0.0421,0.0
2025-03-25 14:38:01,0.0421,0.0421,0.0
2025-03-25 14:38:02,0.0421,0.0421,0.0
2025-03-25 14:38:03,0.0421,0.0421,0.0
2025-03-25 14:38:04,0.0421,0.0421,0.0
2025-03-25 14:38:08,0.0421,0.0421,0.0
2025-03-25 14:38:09,0.0421,0.0421,0.0
2025-03-25 14:38:12,0.0421,0.0421,0.0
2025-03-25 14:38:13,0.0421,0.0421,0.0
2025-03-25 14:38:16,0.0421,0.0421,0.0
2025-03-25 14:38:17,0.0421,0.0421,0.0
2025-03-25 14:38:19,0.0421,0.0421,0.0
2025-03-25 14:38:29,0.0421,0.0421,0.0
2025-03-25 14:38:30,0.0421,0.0421,0.0
2025-03-25 14:38:31,0.0421,0.0421,0.0
2025-03-25 14:39:01,0.0421,0.0421,0.0
2025-03-25 14:39:02,0.0421,0.0421,0.0
2025-03-25 14:39:09,0.0421,0.0421,0.0
2025-03-25 14:39:10,0.0421,0.0421,0.0
2025-03-25 14:39:11,0.0421,0.0421,0.0
2025-03-25 14:39:12,0.0421,0.0421,0.0
2025-03-25 14:39:16,0.0421,0.0421,0.0
2025-03-25 14:39:22,0.0421,0.0421,0.0
2025-03-25 14:39:23,0.0421,0.0421,0.0
2025-03-25 14:39:27,0.0421,0.0421,0.0
2025-03-25 14:39:28,0.0421,0.0421,0.0
2025-03-25 14:39:33,0.0421,0.0421,0.0
2025-03-25 14:39:34,0.0421,0.0421,0.0
2025-03-25 14:39:35,0.0421,0.0421,0.0
2025-03-25 14:39:36,0.0421,0.0421,0.0
2025-03-25 14:39:37,0.0421,0.0421,0.0
2025-03-25 14:39:39,0.0421,0.0421,0.0
2025-03-25 14:39:41,0.0421,0.0421,0.0
2025-03-25 14:39:42,0.0421,0.0421,0.0
2025-03-25 14:39:43,0.0421,0.0421,0.0
2025-03-25 14:39:49,0.0421,0.0421,0.0
2025-03-25 14:39:51,0.0421,0.0421,0.0
2025-03-25 14:39:52,0.0421,0.0421,0.0
2025-03-25 14:39:56,0.0421,0.0421,0.0
2025-03-25 14:39:57,0.0421,0.0421,0.0
2025-03-25 14:39:58,0.0421,0.0421,0.0
2025-03-25 14:39:59,0.0421,0.0421,0.0
2025-03-25 14:40:00,0.0421,0.0421,0.0
2025-03-25 14:40:01,0.0421,0.0421,0.0
2025-03-25 14:40:02,0.0421,0.0421,0.0
2025-03-25 14:40:03,0.0421,0.0421,0.0
2025-03-25 14:40:05,0.0421,0.0421,0.0
2025-03-25 14:40:07,0.0421,0.0421,0.0
2025-03-25 14:40:08,0.0421,0.0421,0.0
2025-03-25 14:40:10,0.0421,0.0421,0.0
2025-03-25 14:40:12,0.0421,0.0421,0.0
2025-03-25 14:40:15,0.0421,0.0421,0.0
2025-03-25 14:40:16,0.0421,0.0421,0.0
2025-03-25 14:40:17,0.0421,0.0421,0.0
2025-03-25 14:40:18,0.0421,0.0421,0.0
2025-03-25 14:40:21,0.0421,0.0421,0.0
2025-03-25 14:40:22,0.0421,0.0421,0.0
2025-03-25 14:40:23,0.0421,0.0421,0.0
2025-03-25 14:40:24,0.0421,0.0421,0.0
2025-03-25 14:40:25,0.0421,0.0421,0.0
2025-03-25 14:40:41,0.0421,0.0421,0.0
2025-03-25 14:40:42,0.0421,0.0421,0.0
2025-03-25 14:40:47,0.0421,0.0421,0.0
2025-03-25 14:40:50,0.0421,0.0421,0.0
2025-03-25 14:40:53,0.0421,0.0421,0.0
2025-03-25 14:40:56,0.0421,0.0421,0.0
2025-03-25 14:40:57,0.0421,0.0421,0.0
2025-03-25 14:41:01,0.0421,0.0421,0.0
2025-03-25 14:41:02,0.0421,0.0421,0.0
2025-03-25 14:41:03,0.0421,0.0421,0.0
2025-03-25 14:41:05,0.0421,0.0421,0.0
2025-03-25 14:41:09,0.0421,0.0421,0.0
2025-03-25 14:41:10,0.0421,0.0421,0.0
2025-03-25 14:41:18,0.0421,0.0421,0.0
2025-03-25 14:41:22,0.0421,0.0421,0.0
2025-03-25 14:41:24,0.0421,0.0421,0.0
2025-03-25 14:41:25,0.0421,0.0421,0.0
2025-03-25 14:41:28,0.0421,0.0421,0.0
2025-03-25 14:41:30,0.0421,0.0421,0.0
2025-03-25 14:41:31,0.0421,0.0421,0.0
2025-03-25 14:41:36,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:41:37,0.0421,0.0421,0.0
2025-03-25 14:41:38,0.0421,0.0421,0.0
2025-03-25 14:41:39,0.0421,0.0421,0.0
2025-03-25 14:41:40,0.0421,0.0421,0.0
2025-03-25 14:41:42,0.0421,0.0421,0.0
2025-03-25 14:41:43,0.0421,0.0421,0.0
2025-03-25 14:41:45,0.0421,0.0421,0.0
2025-03-25 14:41:46,0.0421,0.0421,0.0
2025-03-25 14:41:47,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:41:48,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:41:49,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:41:50,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:41:51,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:41:52,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:41:53,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:41:55,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:41:58,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:01,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:02,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:03,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:04,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:08,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:09,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:10,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:12,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:13,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:14,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:15,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:16,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:18,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:23,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:24,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:28,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:34,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:35,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:36,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:44,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:46,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:47,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:48,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:50,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:52,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:42:53,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:00,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:02,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:04,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:05,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:06,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:10,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:12,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:13,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:14,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:15,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:17,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:18,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:19,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:20,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:21,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:22,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:23,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:24,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:27,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:32,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:33,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:34,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:40,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:41,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:47,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:48,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:55,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:43:57,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:00,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:01,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:02,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:05,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:06,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:10,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:12,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:17,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:32,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:33,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:34,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:35,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:39,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:40,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:41,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:42,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:45,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:48,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:52,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:55,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:56,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:57,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:58,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:44:59,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:00,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:01,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:02,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:03,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:04,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:05,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:07,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:10,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:11,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:13,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:14,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:19,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:20,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:21,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:22,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:26,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:27,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:45:28,0.042,0.042,0.0
2025-03-25 14:45:29,0.042,0.042,0.0
2025-03-25 14:45:30,0.042,0.042,0.0
2025-03-25 14:45:31,0.042,0.042,0.0
2025-03-25 14:45:32,0.042,0.042,0.0
2025-03-25 14:45:33,0.042,0.042,0.0
2025-03-25 14:45:34,0.042,0.042,0.0
2025-03-25 14:45:35,0.042,0.042,0.0
2025-03-25 14:45:36,0.042,0.042,0.0
2025-03-25 14:45:37,0.042,0.042,0.0
2025-03-25 14:45:38,0.042,0.042,0.0
2025-03-25 14:45:42,0.042,0.042,0.0
2025-03-25 14:45:44,0.042,0.042,0.0
2025-03-25 14:45:49,0.042,0.042,0.0
2025-03-25 14:45:50,0.042,0.042,0.0
2025-03-25 14:45:52,0.042,0.042,0.0
2025-03-25 14:45:54,0.042,0.042,0.0
2025-03-25 14:45:56,0.042,0.042,0.0
2025-03-25 14:46:00,0.042,0.042,0.0
2025-03-25 14:46:01,0.042,0.042,0.0
2025-03-25 14:46:02,0.042,0.042,0.0
2025-03-25 14:46:04,0.042,0.042,0.0
2025-03-25 14:46:05,0.042,0.042,0.0
2025-03-25 14:46:07,0.042,0.042,0.0
2025-03-25 14:46:08,0.042,0.042,0.0
2025-03-25 14:46:10,0.042,0.042,0.0
2025-03-25 14:46:12,0.042,0.042,0.0
2025-03-25 14:46:15,0.042,0.042,0.0
2025-03-25 14:46:16,0.042,0.042,0.0
2025-03-25 14:46:25,0.042,0.042,0.0
2025-03-25 14:46:29,0.042,0.042,0.0
2025-03-25 14:46:31,0.042,0.042,0.0
2025-03-25 14:46:35,0.042,0.042,0.0
2025-03-25 14:46:36,0.042,0.042,0.0
2025-03-25 14:46:37,0.042,0.042,0.0
2025-03-25 14:46:38,0.042,0.042,0.0
2025-03-25 14:46:39,0.042,0.042,0.0
2025-03-25 14:46:41,0.042,0.042,0.0
2025-03-25 14:46:42,0.042,0.042,0.0
2025-03-25 14:46:47,0.042,0.042,0.0
2025-03-25 14:46:49,0.042,0.042,0.0
2025-03-25 14:46:50,0.042,0.042,0.0
2025-03-25 14:46:55,0.042,0.042,0.0
2025-03-25 14:47:00,0.042,0.042,0.0
2025-03-25 14:47:01,0.042,0.042,0.0
2025-03-25 14:47:02,0.042,0.042,0.0
2025-03-25 14:47:03,0.042,0.042,0.0
2025-03-25 14:47:04,0.042,0.042,0.0
2025-03-25 14:47:05,0.042,0.042,0.0
2025-03-25 14:47:06,0.042,0.042,0.0
2025-03-25 14:47:07,0.042,0.042,0.0
2025-03-25 14:47:08,0.042,0.042,0.0
2025-03-25 14:47:09,0.042,0.042,0.0
2025-03-25 14:47:10,0.042,0.042,0.0
2025-03-25 14:47:11,0.042,0.042,0.0
2025-03-25 14:47:12,0.042,0.042,0.0
2025-03-25 14:47:13,0.042,0.042,0.0
2025-03-25 14:47:14,0.042,0.042,0.0
2025-03-25 14:47:15,0.042,0.042,0.0
2025-03-25 14:47:16,0.042,0.042,0.0
2025-03-25 14:47:17,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:18,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:19,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:20,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:21,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:22,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:23,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:24,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:25,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:26,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:27,0.042,0.0421,9.999999999999593e-05
2025-03-25 14:47:28,0.042,0.042,0.0
2025-03-25 14:47:29,0.042,0.042,0.0
2025-03-25 14:47:30,0.042,0.042,0.0
2025-03-25 14:47:34,0.042,0.042,0.0
2025-03-25 14:47:36,0.042,0.042,0.0
2025-03-25 14:47:38,0.042,0.042,0.0
2025-03-25 14:47:40,0.042,0.042,0.0
2025-03-25 14:47:42,0.042,0.042,0.0
2025-03-25 14:47:43,0.042,0.042,0.0
2025-03-25 14:47:45,0.042,0.042,0.0
2025-03-25 14:47:50,0.042,0.042,0.0
2025-03-25 14:47:57,0.042,0.042,0.0
2025-03-25 14:47:59,0.042,0.042,0.0
2025-03-25 14:48:00,0.042,0.042,0.0
2025-03-25 14:48:01,0.042,0.042,0.0
2025-03-25 14:48:02,0.042,0.042,0.0
2025-03-25 14:48:05,0.042,0.042,0.0
2025-03-25 14:48:08,0.042,0.042,0.0
2025-03-25 14:48:09,0.042,0.042,0.0
2025-03-25 14:48:12,0.042,0.042,0.0
2025-03-25 14:48:13,0.042,0.042,0.0
2025-03-25 14:48:27,0.042,0.042,0.0
2025-03-25 14:48:28,0.042,0.042,0.0
2025-03-25 14:48:36,0.042,0.042,0.0
2025-03-25 14:48:37,0.042,0.042,0.0
2025-03-25 14:48:38,0.042,0.042,0.0
2025-03-25 14:48:39,0.042,0.042,0.0
2025-03-25 14:48:40,0.042,0.042,0.0
2025-03-25 14:48:41,0.042,0.042,0.0
2025-03-25 14:48:42,0.042,0.042,0.0
2025-03-25 14:48:43,0.042,0.042,0.0
2025-03-25 14:48:45,0.042,0.042,0.0
2025-03-25 14:48:48,0.042,0.042,0.0
2025-03-25 14:48:50,0.042,0.042,0.0
2025-03-25 14:48:56,0.042,0.042,0.0
