LocalTime,TradeID,Side,Price,Quantity,BuyerOrderID,SellerOrderID,TradeTime
2025-03-25 10:45:00,19192961,SELL,0.04232,156.0,,,2025-03-25 10:45:00
2025-03-25 10:45:00,19192962,SELL,0.04231,246.0,,,2025-03-25 10:45:00
2025-03-25 10:45:00,19192963,SELL,0.0423,2.0,,,2025-03-25 10:45:00
2025-03-25 10:45:59,19192964,SELL,0.04227,127.0,,,2025-03-25 10:45:59
2025-03-25 10:46:13,19192965,BUY,0.04231,184.0,,,2025-03-25 10:46:13
2025-03-25 10:46:13,19192966,BUY,0.04232,184.0,,,2025-03-25 10:46:13
2025-03-25 10:46:13,19192967,BUY,0.04233,185.0,,,2025-03-25 10:46:13
2025-03-25 10:46:13,19192968,BUY,0.04234,185.0,,,2025-03-25 10:46:13
2025-03-25 10:46:13,19192969,BUY,0.04235,184.0,,,2025-03-25 10:46:13
2025-03-25 10:46:13,19192970,BUY,0.04236,119.0,,,2025-03-25 10:46:13
2025-03-25 10:46:24,19192971,BUY,0.04236,66.0,,,2025-03-25 10:46:24
2025-03-25 10:46:24,19192972,BUY,0.04236,114.0,,,2025-03-25 10:46:24
2025-03-25 10:46:25,19192973,BUY,0.04236,297.0,,,2025-03-25 10:46:25
2025-03-25 10:46:26,19192974,BUY,0.04236,37.0,,,2025-03-25 10:46:26
2025-03-25 10:46:26,19192975,BUY,0.04237,185.0,,,2025-03-25 10:46:26
2025-03-25 10:46:26,19192976,BUY,0.04237,106.0,,,2025-03-25 10:46:26
2025-03-25 10:48:26,19192977,SELL,0.04232,138.0,,,2025-03-25 10:48:26
2025-03-25 10:48:55,19192978,SELL,0.04231,183.0,,,2025-03-25 10:48:55
2025-03-25 10:48:55,19192979,SELL,0.0423,184.0,,,2025-03-25 10:48:55
2025-03-25 10:48:55,19192980,SELL,0.04229,184.0,,,2025-03-25 10:48:55
2025-03-25 10:48:55,19192981,SELL,0.04228,62.0,,,2025-03-25 10:48:55
2025-03-25 10:49:27,19192982,BUY,0.04233,184.0,,,2025-03-25 10:49:27
2025-03-25 10:49:27,19192983,BUY,0.04234,56.0,,,2025-03-25 10:49:27
2025-03-25 10:50:20,19192984,BUY,0.04234,128.0,,,2025-03-25 10:50:20
2025-03-25 10:50:20,19192985,BUY,0.04235,12.0,,,2025-03-25 10:50:20
2025-03-25 10:50:34,19192986,BUY,0.04234,184.0,,,2025-03-25 10:50:34
2025-03-25 10:50:34,19192987,BUY,0.04235,170.0,,,2025-03-25 10:50:34
2025-03-25 10:50:34,19192988,BUY,0.04237,182.0,,,2025-03-25 10:50:34
2025-03-25 10:50:34,19192989,BUY,0.04238,185.0,,,2025-03-25 10:50:34
2025-03-25 10:50:34,19192990,BUY,0.04239,101.0,,,2025-03-25 10:50:34
2025-03-25 10:51:13,19192991,SELL,0.04233,184.0,,,2025-03-25 10:51:13
2025-03-25 10:51:13,19192992,SELL,0.04232,34.0,,,2025-03-25 10:51:13
2025-03-25 10:51:53,19192993,SELL,0.04232,150.0,,,2025-03-25 10:51:53
2025-03-25 10:51:53,19192994,SELL,0.04231,184.0,,,2025-03-25 10:51:53
2025-03-25 10:51:53,19192995,SELL,0.0423,6.0,,,2025-03-25 10:51:53
2025-03-25 10:52:25,19192996,BUY,0.04234,202.0,,,2025-03-25 10:52:25
2025-03-25 10:52:25,19192997,BUY,0.04235,110.0,,,2025-03-25 10:52:25
2025-03-25 10:52:57,19192998,SELL,0.04231,185.0,,,2025-03-25 10:52:57
2025-03-25 10:53:03,19192999,SELL,0.04229,138.0,,,2025-03-25 10:53:03
2025-03-25 10:53:22,19193000,SELL,0.04228,122.0,,,2025-03-25 10:53:22
2025-03-25 10:53:22,19193001,SELL,0.04227,184.0,,,2025-03-25 10:53:22
2025-03-25 10:53:31,19193002,SELL,0.04223,186.0,,,2025-03-25 10:53:31
2025-03-25 10:53:31,19193003,SELL,0.04222,2.0,,,2025-03-25 10:53:31
2025-03-25 10:54:19,19193004,SELL,0.04222,156.0,,,2025-03-25 10:54:20
2025-03-25 10:54:46,19193005,SELL,0.04222,28.0,,,2025-03-25 10:54:46
2025-03-25 10:54:46,19193006,SELL,0.04221,154.0,,,2025-03-25 10:54:46
2025-03-25 10:56:19,19193007,BUY,0.04225,186.0,,,2025-03-25 10:56:19
2025-03-25 10:56:19,19193008,BUY,0.04226,52.0,,,2025-03-25 10:56:19
2025-03-25 10:56:57,19193009,BUY,0.04226,73.0,,,2025-03-25 10:56:57
2025-03-25 10:56:57,19193010,BUY,0.04227,66.0,,,2025-03-25 10:56:57
2025-03-25 10:57:29,19193011,SELL,0.04223,180.0,,,2025-03-25 10:57:29
2025-03-25 10:57:38,19193012,BUY,0.04226,187.0,,,2025-03-25 10:57:38
2025-03-25 10:57:38,19193013,BUY,0.04227,88.0,,,2025-03-25 10:57:38
2025-03-25 10:58:05,19193014,BUY,0.04227,32.0,,,2025-03-25 10:58:05
2025-03-25 10:58:05,19193015,BUY,0.04227,148.0,,,2025-03-25 10:58:05
2025-03-25 10:58:05,19193016,BUY,0.04227,148.0,,,2025-03-25 10:58:05
2025-03-25 10:59:29,19193017,BUY,0.04227,1645.0,,,2025-03-25 10:59:29
2025-03-25 10:59:29,19193018,BUY,0.04229,186.0,,,2025-03-25 10:59:29
2025-03-25 10:59:29,19193019,BUY,0.0423,186.0,,,2025-03-25 10:59:29
2025-03-25 10:59:29,19193020,BUY,0.0423,291.0,,,2025-03-25 10:59:29
2025-03-25 10:59:29,19193021,BUY,0.04231,186.0,,,2025-03-25 10:59:29
2025-03-25 10:59:29,19193022,BUY,0.04231,1000.0,,,2025-03-25 10:59:29
2025-03-25 10:59:29,19193023,BUY,0.04232,283.0,,,2025-03-25 10:59:29
2025-03-25 10:59:29,19193024,BUY,0.04232,954.0,,,2025-03-25 10:59:29
2025-03-25 10:59:30,19193025,BUY,0.04233,4731.0,,,2025-03-25 10:59:30
2025-03-25 10:59:32,19193026,BUY,0.04233,3926.0,,,2025-03-25 10:59:32
2025-03-25 10:59:36,19193027,BUY,0.04233,248.0,,,2025-03-25 10:59:37
2025-03-25 11:00:05,19193028,SELL,0.04229,247.0,,,2025-03-25 11:00:05
2025-03-25 11:00:05,19193029,SELL,0.04228,247.0,,,2025-03-25 11:00:05
2025-03-25 11:00:05,19193030,SELL,0.04227,235.0,,,2025-03-25 11:00:05
2025-03-25 11:00:05,19193031,SELL,0.04226,235.0,,,2025-03-25 11:00:05
2025-03-25 11:00:05,19193032,SELL,0.04225,235.0,,,2025-03-25 11:00:05
2025-03-25 11:01:31,19193033,SELL,0.04223,235.0,,,2025-03-25 11:01:31
2025-03-25 11:01:31,19193034,SELL,0.04222,23.0,,,2025-03-25 11:01:31
2025-03-25 11:01:47,19193035,SELL,0.04221,32.0,,,2025-03-25 11:01:47
2025-03-25 11:01:47,19193036,SELL,0.04221,130.0,,,2025-03-25 11:01:47
2025-03-25 11:01:50,19193037,SELL,0.0422,186.0,,,2025-03-25 11:01:50
2025-03-25 11:01:50,19193038,SELL,0.0422,194.0,,,2025-03-25 11:01:50
2025-03-25 11:01:54,19193039,SELL,0.04219,143.0,,,2025-03-25 11:01:54
2025-03-25 11:02:01,19193040,BUY,0.04224,186.0,,,2025-03-25 11:02:01
2025-03-25 11:02:01,19193041,BUY,0.04225,117.0,,,2025-03-25 11:02:01
2025-03-25 11:02:32,19193042,SELL,0.04221,187.0,,,2025-03-25 11:02:32
2025-03-25 11:02:32,19193043,SELL,0.0422,187.0,,,2025-03-25 11:02:32
2025-03-25 11:02:32,19193044,SELL,0.04219,126.0,,,2025-03-25 11:02:32
2025-03-25 11:02:33,19193045,SELL,0.04218,296.0,,,2025-03-25 11:02:33
2025-03-25 11:02:33,19193046,SELL,0.04218,204.0,,,2025-03-25 11:02:33
2025-03-25 11:02:33,19193047,SELL,0.04218,500.0,,,2025-03-25 11:02:33
2025-03-25 11:02:36,19193048,BUY,0.04223,186.0,,,2025-03-25 11:02:36
2025-03-25 11:02:36,19193049,BUY,0.04224,64.0,,,2025-03-25 11:02:36
2025-03-25 11:02:50,19193050,BUY,0.04224,122.0,,,2025-03-25 11:02:50
2025-03-25 11:02:50,19193051,BUY,0.04225,69.0,,,2025-03-25 11:02:50
2025-03-25 11:02:50,19193052,BUY,0.04226,161.0,,,2025-03-25 11:02:50
2025-03-25 11:02:53,19193053,SELL,0.04221,186.0,,,2025-03-25 11:02:53
2025-03-25 11:02:53,19193054,SELL,0.0422,186.0,,,2025-03-25 11:02:53
2025-03-25 11:02:53,19193055,SELL,0.04219,186.0,,,2025-03-25 11:02:53
2025-03-25 11:02:53,19193056,SELL,0.04219,226.0,,,2025-03-25 11:02:53
2025-03-25 11:03:01,19193057,SELL,0.04215,187.0,,,2025-03-25 11:03:01
2025-03-25 11:03:01,19193058,SELL,0.04213,165.0,,,2025-03-25 11:03:01
2025-03-25 11:03:05,19193059,BUY,0.04218,238.0,,,2025-03-25 11:03:05
2025-03-25 11:03:05,19193060,BUY,0.04219,81.0,,,2025-03-25 11:03:05
2025-03-25 11:03:34,19193061,SELL,0.04214,185.0,,,2025-03-25 11:03:34
2025-03-25 11:03:34,19193062,SELL,0.04214,63.0,,,2025-03-25 11:03:34
2025-03-25 11:04:01,19193063,SELL,0.04214,135.0,,,2025-03-25 11:04:01
2025-03-25 11:04:04,19193064,SELL,0.04211,238.0,,,2025-03-25 11:04:04
2025-03-25 11:04:04,19193065,SELL,0.0421,187.0,,,2025-03-25 11:04:04
2025-03-25 11:05:34,19193066,SELL,0.0421,407.0,,,2025-03-25 11:05:34
2025-03-25 11:06:20,19193067,BUY,0.04214,185.0,,,2025-03-25 11:06:20
2025-03-25 11:06:20,19193068,BUY,0.04214,699.0,,,2025-03-25 11:06:20
2025-03-25 11:06:20,19193069,BUY,0.04215,185.0,,,2025-03-25 11:06:20
2025-03-25 11:06:20,19193070,BUY,0.04216,185.0,,,2025-03-25 11:06:20
2025-03-25 11:06:20,19193071,BUY,0.04216,229.0,,,2025-03-25 11:06:20
2025-03-25 11:06:20,19193072,BUY,0.04217,185.0,,,2025-03-25 11:06:20
2025-03-25 11:06:20,19193073,BUY,0.04218,155.0,,,2025-03-25 11:06:20
2025-03-25 11:06:22,19193074,BUY,0.04218,30.0,,,2025-03-25 11:06:22
2025-03-25 11:06:22,19193075,BUY,0.04219,104.0,,,2025-03-25 11:06:22
2025-03-25 11:06:22,19193076,BUY,0.0422,118.0,,,2025-03-25 11:06:22
2025-03-25 11:06:27,19193077,BUY,0.0422,67.0,,,2025-03-25 11:06:27
2025-03-25 11:06:27,19193078,BUY,0.04221,82.0,,,2025-03-25 11:06:27
2025-03-25 11:06:41,19193079,BUY,0.04221,103.0,,,2025-03-25 11:06:41
2025-03-25 11:06:41,19193080,BUY,0.04221,24.0,,,2025-03-25 11:06:41
2025-03-25 11:06:57,19193081,BUY,0.04221,238.0,,,2025-03-25 11:06:57
2025-03-25 11:06:57,19193082,BUY,0.04222,167.0,,,2025-03-25 11:06:57
2025-03-25 11:07:31,19193083,BUY,0.04222,19.0,,,2025-03-25 11:07:32
2025-03-25 11:07:32,19193084,BUY,0.04223,186.0,,,2025-03-25 11:07:32
2025-03-25 11:07:32,19193085,BUY,0.04223,418.0,,,2025-03-25 11:07:32
2025-03-25 11:07:41,19193086,BUY,0.04224,186.0,,,2025-03-25 11:07:41
2025-03-25 11:07:41,19193087,BUY,0.04226,247.0,,,2025-03-25 11:07:41
2025-03-25 11:07:41,19193088,BUY,0.04227,103.0,,,2025-03-25 11:07:41
2025-03-25 11:07:48,19193089,SELL,0.04224,293.0,,,2025-03-25 11:07:48
2025-03-25 11:07:48,19193090,SELL,0.04223,443.0,,,2025-03-25 11:07:48
2025-03-25 11:07:48,19193091,SELL,0.04222,150.0,,,2025-03-25 11:07:48
2025-03-25 11:07:48,19193092,BUY,0.0422,323.0,,,2025-03-25 11:07:48
2025-03-25 11:08:27,19193093,BUY,0.04222,217.0,,,2025-03-25 11:08:27
2025-03-25 11:08:27,19193094,BUY,0.04223,23.0,,,2025-03-25 11:08:27
2025-03-25 11:08:27,19193095,BUY,0.04224,488.0,,,2025-03-25 11:08:27
2025-03-25 11:08:58,19193096,BUY,0.04226,375.0,,,2025-03-25 11:08:58
2025-03-25 11:11:03,19193097,SELL,0.04222,187.0,,,2025-03-25 11:11:03
2025-03-25 11:11:03,19193098,SELL,0.04221,187.0,,,2025-03-25 11:11:03
2025-03-25 11:11:03,19193099,SELL,0.04221,16.0,,,2025-03-25 11:11:03
2025-03-25 11:11:04,19193100,BUY,0.04224,187.0,,,2025-03-25 11:11:04
2025-03-25 11:11:04,19193101,BUY,0.04225,187.0,,,2025-03-25 11:11:04
2025-03-25 11:11:04,19193102,BUY,0.04226,113.0,,,2025-03-25 11:11:04
2025-03-25 11:11:04,19193103,BUY,0.04227,187.0,,,2025-03-25 11:11:04
2025-03-25 11:11:04,19193104,BUY,0.04228,187.0,,,2025-03-25 11:11:04
2025-03-25 11:11:04,19193105,BUY,0.04229,488.0,,,2025-03-25 11:11:04
2025-03-25 11:11:04,19193106,BUY,0.0423,248.0,,,2025-03-25 11:11:04
2025-03-25 11:11:04,19193107,BUY,0.04231,1102.0,,,2025-03-25 11:11:04
2025-03-25 11:11:16,19193108,SELL,0.04222,187.0,,,2025-03-25 11:11:16
2025-03-25 11:11:16,19193109,SELL,0.04221,187.0,,,2025-03-25 11:11:16
2025-03-25 11:11:16,19193110,SELL,0.04221,281.0,,,2025-03-25 11:11:16
2025-03-25 11:11:16,19193111,SELL,0.0422,88.0,,,2025-03-25 11:11:16
2025-03-25 11:11:21,19193112,BUY,0.04224,186.0,,,2025-03-25 11:11:21
2025-03-25 11:11:21,19193113,BUY,0.04225,186.0,,,2025-03-25 11:11:21
2025-03-25 11:11:21,19193114,BUY,0.04225,159.0,,,2025-03-25 11:11:21
2025-03-25 11:11:21,19193115,BUY,0.04225,122.0,,,2025-03-25 11:11:21
2025-03-25 11:13:17,19193116,BUY,0.04227,151.0,,,2025-03-25 11:13:18
2025-03-25 11:13:17,19193117,BUY,0.04227,57.0,,,2025-03-25 11:13:18
2025-03-25 11:14:54,19193118,BUY,0.04227,240.0,,,2025-03-25 11:14:54
2025-03-25 11:15:13,19193119,SELL,0.04223,188.0,,,2025-03-25 11:15:13
2025-03-25 11:15:13,19193120,SELL,0.04222,188.0,,,2025-03-25 11:15:13
2025-03-25 11:15:13,19193121,SELL,0.04221,188.0,,,2025-03-25 11:15:13
2025-03-25 11:15:13,19193122,SELL,0.0422,99.0,,,2025-03-25 11:15:13
2025-03-25 11:15:13,19193123,SELL,0.04219,187.0,,,2025-03-25 11:15:13
2025-03-25 11:15:13,19193124,SELL,0.04218,221.0,,,2025-03-25 11:15:13
2025-03-25 11:15:13,19193125,SELL,0.04217,221.0,,,2025-03-25 11:15:13
2025-03-25 11:15:13,19193126,SELL,0.04216,188.0,,,2025-03-25 11:15:13
2025-03-25 11:15:14,19193127,SELL,0.04215,266.0,,,2025-03-25 11:15:14
2025-03-25 11:16:36,19193128,BUY,0.04214,125.0,,,2025-03-25 11:16:37
2025-03-25 11:16:36,19193129,BUY,0.04214,97.0,,,2025-03-25 11:16:37
2025-03-25 11:16:51,19193130,BUY,0.04214,279.0,,,2025-03-25 11:16:51
2025-03-25 11:16:54,19193131,BUY,0.04214,338.0,,,2025-03-25 11:16:54
2025-03-25 11:16:54,19193132,BUY,0.04214,245.0,,,2025-03-25 11:16:54
2025-03-25 11:16:58,19193133,BUY,0.04214,225.0,,,2025-03-25 11:16:58
2025-03-25 11:16:58,19193134,BUY,0.04214,191.0,,,2025-03-25 11:16:58
2025-03-25 11:17:16,19193135,BUY,0.04215,266.0,,,2025-03-25 11:17:16
2025-03-25 11:17:16,19193136,BUY,0.04215,1180.0,,,2025-03-25 11:17:16
2025-03-25 11:17:16,19193137,BUY,0.04215,1184.0,,,2025-03-25 11:17:16
2025-03-25 11:17:16,19193138,BUY,0.04216,71.0,,,2025-03-25 11:17:16
2025-03-25 11:17:19,19193139,BUY,0.04217,188.0,,,2025-03-25 11:17:19
2025-03-25 11:17:19,19193140,BUY,0.04217,1184.0,,,2025-03-25 11:17:19
2025-03-25 11:17:19,19193141,BUY,0.04217,206.0,,,2025-03-25 11:17:19
2025-03-25 11:17:19,19193142,BUY,0.04217,1123.0,,,2025-03-25 11:17:19
2025-03-25 11:17:21,19193143,BUY,0.04217,57.0,,,2025-03-25 11:17:21
2025-03-25 11:17:21,19193144,BUY,0.04217,918.0,,,2025-03-25 11:17:21
2025-03-25 11:17:36,19193145,SELL,0.04214,170.0,,,2025-03-25 11:17:37
2025-03-25 11:17:37,19193146,SELL,0.04213,191.0,,,2025-03-25 11:17:37
2025-03-25 11:17:37,19193147,SELL,0.04212,191.0,,,2025-03-25 11:17:37
2025-03-25 11:17:55,19193148,BUY,0.04214,125.0,,,2025-03-25 11:17:55
2025-03-25 11:17:55,19193149,BUY,0.04214,60.0,,,2025-03-25 11:17:55
2025-03-25 11:19:47,19193150,BUY,0.04214,345.0,,,2025-03-25 11:19:47
2025-03-25 11:20:09,19193151,BUY,0.04214,134.0,,,2025-03-25 11:20:09
2025-03-25 11:20:28,19193152,SELL,0.0421,147.0,,,2025-03-25 11:20:28
2025-03-25 11:20:49,19193153,BUY,0.04213,275.0,,,2025-03-25 11:20:49
2025-03-25 11:20:49,19193154,BUY,0.04213,41.0,,,2025-03-25 11:20:49
2025-03-25 11:21:13,19193155,BUY,0.04213,119.0,,,2025-03-25 11:21:13
2025-03-25 11:21:24,19193156,BUY,0.04213,255.0,,,2025-03-25 11:21:24
2025-03-25 11:21:31,19193157,BUY,0.04213,125.0,,,2025-03-25 11:21:31
2025-03-25 11:21:33,19193158,SELL,0.0421,194.0,,,2025-03-25 11:21:33
2025-03-25 11:21:33,19193159,SELL,0.0421,1432.0,,,2025-03-25 11:21:33
2025-03-25 11:21:33,19193160,SELL,0.04208,342.0,,,2025-03-25 11:21:33
2025-03-25 11:22:21,19193161,BUY,0.04207,128.0,,,2025-03-25 11:22:21
2025-03-25 11:22:27,19193162,SELL,0.04203,147.0,,,2025-03-25 11:22:27
2025-03-25 11:22:28,19193163,BUY,0.04203,254.0,,,2025-03-25 11:22:28
2025-03-25 11:22:28,19193164,BUY,0.04203,1184.0,,,2025-03-25 11:22:28
2025-03-25 11:22:55,19193165,BUY,0.04205,143.0,,,2025-03-25 11:22:55
2025-03-25 11:22:57,19193166,BUY,0.04205,249.0,,,2025-03-25 11:22:57
2025-03-25 11:22:57,19193167,BUY,0.04205,147.0,,,2025-03-25 11:22:57
2025-03-25 11:22:57,19193168,BUY,0.04205,288.0,,,2025-03-25 11:22:57
2025-03-25 11:23:11,19193169,BUY,0.04206,130.0,,,2025-03-25 11:23:11
2025-03-25 11:24:27,19193170,BUY,0.04206,111.0,,,2025-03-25 11:24:27
2025-03-25 11:24:27,19193171,BUY,0.04207,48.0,,,2025-03-25 11:24:27
2025-03-25 11:24:29,19193172,BUY,0.04209,230.0,,,2025-03-25 11:24:29
2025-03-25 11:24:29,19193173,BUY,0.0421,16.0,,,2025-03-25 11:24:29
2025-03-25 11:25:25,19193174,SELL,0.04207,354.0,,,2025-03-25 11:25:25
2025-03-25 11:25:25,19193175,SELL,0.04206,229.0,,,2025-03-25 11:25:25
2025-03-25 11:25:25,19193176,SELL,0.04205,81.0,,,2025-03-25 11:25:25
2025-03-25 11:25:53,19193177,BUY,0.04205,119.0,,,2025-03-25 11:25:53
2025-03-25 11:25:53,19193178,BUY,0.04205,4693.0,,,2025-03-25 11:25:53
2025-03-25 11:26:38,19193179,BUY,0.04209,183.0,,,2025-03-25 11:26:38
2025-03-25 11:26:40,19193180,BUY,0.04209,13.0,,,2025-03-25 11:26:40
2025-03-25 11:26:40,19193181,BUY,0.0421,196.0,,,2025-03-25 11:26:40
2025-03-25 11:26:40,19193182,BUY,0.04211,158.0,,,2025-03-25 11:26:40
2025-03-25 11:26:49,19193183,BUY,0.04211,169.0,,,2025-03-25 11:26:49
2025-03-25 11:26:59,19193184,BUY,0.04212,197.0,,,2025-03-25 11:26:59
2025-03-25 11:26:59,19193185,BUY,0.04213,30.0,,,2025-03-25 11:26:59
2025-03-25 11:27:24,19193186,BUY,0.04214,191.0,,,2025-03-25 11:27:24
2025-03-25 11:27:24,19193186,BUY,0.04214,191.0,,,2025-03-25 11:27:24
2025-03-25 11:27:24,19193187,BUY,0.04214,102.0,,,2025-03-25 11:27:24
2025-03-25 11:27:24,19193187,BUY,0.04214,102.0,,,2025-03-25 11:27:24
2025-03-25 11:27:25,19193188,BUY,0.04214,120.0,,,2025-03-25 11:27:25
2025-03-25 11:27:25,19193188,BUY,0.04214,120.0,,,2025-03-25 11:27:25
2025-03-25 11:27:39,19193189,BUY,0.04212,162.0,,,2025-03-25 11:27:39
2025-03-25 11:27:39,19193189,BUY,0.04212,162.0,,,2025-03-25 11:27:39
2025-03-25 11:27:39,19193190,SELL,0.0421,463.0,,,2025-03-25 11:27:39
2025-03-25 11:27:39,19193190,SELL,0.0421,463.0,,,2025-03-25 11:27:39
2025-03-25 11:27:39,19193191,SELL,0.04209,313.0,,,2025-03-25 11:27:39
2025-03-25 11:27:39,19193191,SELL,0.04209,313.0,,,2025-03-25 11:27:39
2025-03-25 11:28:20,19193192,BUY,0.04213,241.0,,,2025-03-25 11:28:20
2025-03-25 11:28:20,19193192,BUY,0.04213,241.0,,,2025-03-25 11:28:20
2025-03-25 11:30:09,19193193,BUY,0.04213,222.0,,,2025-03-25 11:30:09
2025-03-25 11:30:09,19193193,BUY,0.04213,222.0,,,2025-03-25 11:30:09
2025-03-25 11:30:09,19193194,BUY,0.04213,1184.0,,,2025-03-25 11:30:09
2025-03-25 11:30:09,19193194,BUY,0.04213,1184.0,,,2025-03-25 11:30:09
2025-03-25 11:30:09,19193195,BUY,0.04213,971.0,,,2025-03-25 11:30:09
2025-03-25 11:30:09,19193195,BUY,0.04213,971.0,,,2025-03-25 11:30:09
2025-03-25 11:30:11,19193196,BUY,0.04214,332.0,,,2025-03-25 11:30:11
2025-03-25 11:30:11,19193196,BUY,0.04214,332.0,,,2025-03-25 11:30:11
2025-03-25 11:30:46,19193197,BUY,0.04214,193.0,,,2025-03-25 11:30:46
2025-03-25 11:30:46,19193197,BUY,0.04214,193.0,,,2025-03-25 11:30:46
2025-03-25 11:31:25,19193198,BUY,0.04213,363.0,,,2025-03-25 11:31:25
2025-03-25 11:31:25,19193198,BUY,0.04213,363.0,,,2025-03-25 11:31:25
2025-03-25 11:31:29,19193199,SELL,0.04209,150.0,,,2025-03-25 11:31:29
2025-03-25 11:31:29,19193199,SELL,0.04209,150.0,,,2025-03-25 11:31:29
2025-03-25 11:31:29,19193200,SELL,0.04208,69.0,,,2025-03-25 11:31:29
2025-03-25 11:31:29,19193200,SELL,0.04208,69.0,,,2025-03-25 11:31:29
2025-03-25 11:31:31,19193201,SELL,0.04208,147.0,,,2025-03-25 11:31:32
2025-03-25 11:31:31,19193201,SELL,0.04208,147.0,,,2025-03-25 11:31:32
2025-03-25 11:31:36,19193202,BUY,0.04211,122.0,,,2025-03-25 11:31:36
2025-03-25 11:31:36,19193202,BUY,0.04211,122.0,,,2025-03-25 11:31:36
2025-03-25 11:31:57,19193203,BUY,0.04213,129.0,,,2025-03-25 11:31:58
2025-03-25 11:31:57,19193204,BUY,0.04213,234.0,,,2025-03-25 11:31:58
2025-03-25 11:31:57,19193205,BUY,0.04214,49.0,,,2025-03-25 11:31:58
2025-03-25 11:32:08,19193206,SELL,0.04211,253.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193207,SELL,0.04211,206.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193208,SELL,0.0421,253.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193209,SELL,0.04209,253.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193210,SELL,0.04208,241.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193211,SELL,0.04207,197.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193212,SELL,0.04207,363.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193213,SELL,0.04206,197.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193214,SELL,0.04206,363.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193215,SELL,0.04205,393.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193216,SELL,0.04205,2343.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193217,SELL,0.04204,199.0,,,2025-03-25 11:32:08
2025-03-25 11:32:08,19193218,SELL,0.04204,1000.0,,,2025-03-25 11:32:08
